"","INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","OLD_CLAIM"
"85",85,1,13390.8374391903,1,20,4,18,7.34846922834953,1,1,2,1,2,9,23,1,31.9374388453426,9,3,1,1,1,2,1,5,2,0.693147180559945
"86",86,1,232881.038569283,1,41,1,15,24.1867732448956,1,5.0139415812266,2,2,2,2,25,1,27.2946881279124,1,6,2,213,2,1,7,7,2,5.36597601502185
"87",87,1,0.000347907425574267,1,33,1,11,16.9705627484771,1,3.88582923846912,2,2,2,2,7,2,28.2665880502051,2,6,1,1,1,2,1,8,2,0.693147180559945
"88",88,1,0.00273406513766687,1,29,1,8,38.5486705347928,1,1,1,1,3,1,38,1,33.466401061363,5,3,1,485,2,1,1,19,2,6.18620862390049
"89",89,0,0,1,36,1,15,30.7245829914744,1,4.78901763228738,2,1,4,4,31,2,28.5832118559129,3,1,1,1,1,1,1,17,2,0.693147180559945
"90",90,1,184684556248.781,1,46,3,11,28.5482048472404,1,1,2,1,2,2,12,1,21.142374511866,1,4,1,16,3,1,9,2,2,2.83321334405622
"91",91,1,1.45036221156218e-06,1,36,1,8,34.6987031457949,1,5.86222488095426,2,2,4,4,18,2,31.3368792319848,1,6,1,595,3,1,1,14,2,6.39024066706535
"92",92,0,0,1,19,1,12,12.9228479833201,1,1,2,1,2,9,54,2,26.1725046566048,6,4,1,263,3,1,3,2,1,5.57594910314632
"93",93,0,0,1,26,1,14,42.3792402008342,1,6.11253493933072,2,2,3,1,15,1,35.8747822293042,10,2,2,1,1,1,1,23,2,0.693147180559945
"94",94,1,6.73092240564022e-08,1,37,1,13,33,1,5.68427557766221,2,1,1,7,47,2,32,1,5,1,176,2,1,3,13,2,5.17614973257383
"95",95,0,0,1,22,4,17,25.3574446662119,1,4.96155895361351,2,2,2,3,18,1,29.6816441593117,3,6,2,1,1,1,2,9,1,0.693147180559945
"96",96,1,0.00273713038940763,2,26,3,15,35.4541958024717,1,5.45117564532709,2,2,1,7,35,1,36.9729630946723,1,2,1,1,1,1,2,11,2,0.693147180559945
"97",97,0,0,1,34,1,14,22.248595461287,1,4.46933824580756,2,2,1,8,27,2,26,1,1,1,1,1,1,1,12,1,0.693147180559945
"98",98,1,4.18867626719987e-07,1,25,1,1,1,1,1,1,1,2,5,1,2,34.117444218464,1,4,1,1,1,1,1,2,2,0.693147180559945
"99",99,1,0.00853402050638862,1,24,1,7,36.1109401705356,1,5.47570348915369,1,2,3,1,24,1,29.8328677803526,8,6,1,157,4,1,3,18,2,5.06259503302697
"100",100,1,4.03915222368034e-08,1,18,2,13,34.7131099154196,1,5.50740426845589,2,2,2,7,1,1,20.712315177208,9,3,2,170,4,1,1,2,2,5.14166355650266
"101",101,1,1.28391584503436e-08,1,18,3,1,1,1,1,2,1,2,9,28,2,7.93725393319377,1,5,1,1,1,1,1,7,2,0.693147180559945
"102",102,1,6.96522409644538e-07,2,24,4,6,19.9248588451713,2,1,1,2,2,3,18,2,27.2763633939717,3,6,2,1,1,1,1,2,2,0.693147180559945
"103",103,1,9.81323955992386,1,26,1,15,29.4278779391243,1,5.37231229354024,2,2,2,3,33,1,20.3469899493758,3,3,2,348,4,1,6,2,2,5.85507192220243
"104",104,1,5.41500368494363,1,25,1,9,37.3496987939662,1,5.84352138337217,1,2,2,2,17,1,27.9642629082191,5,6,2,680,4,2,4,9,2,6.52356230614951
"105",105,0,0,2,39,3,18,40.4474968323134,1,5.85974141296173,2,1,1,8,28,2,35.5387112878337,1,1,1,1,1,1,2,7,2,0.693147180559945
"106",106,0,0,1,23,2,14,35.1994318135961,2,1,1,1,1,3,2,2,32.542280190546,9,1,1,1,1,1,1,8,2,0.693147180559945
"107",107,0,0,1,34,1,13,24.8193472919817,1,4.91800500659522,1,2,1,8,20,2,21.2602916254693,1,3,1,1,1,1,1,9,2,0.693147180559945
"108",108,0,0,1,21,1,11,19.0787840283389,1,1,1,2,2,3,23,1,14.6287388383278,9,3,2,1,1,1,2,8,1,0.693147180559945
"109",109,1,0.00572168021835174,1,10,4,10,33.0756708170825,2,1,1,1,1,8,20,2,24.9399278266799,3,5,1,149,2,1,4,7,2,5.01063529409626
"110",110,1,4.66119125849655e-07,2,25,3,16,36,1,5.70458413826512,2,1,2,2,28,1,30.347981810987,9,1,1,9,3,1,1,9,2,2.30258509299405
"111",111,1,0.000507479165414,1,38,1,12,5.47722557505166,1,1,1,1,2,5,23,2,27.0370116691915,1,5,1,436,3,2,1,2,2,6.07993319509559
"112",112,0,0,1,26,1,8,30.1496268633627,1,1,1,2,1,3,30,2,1,3,1,2,1,1,1,3,12,1,0.693147180559945
"113",113,1,0.120655902667808,1,37,1,13,32.1558703816271,1,5.26771998601133,2,1,2,3,1,2,14.456832294801,16,5,1,297,4,1,6,2,2,5.6970934865054
"114",114,1,0.00239982438473349,2,20,3,10,29.2916370317536,1,5.26086542369182,2,1,2,7,24,2,19.131126469709,12,5,1,64,2,1,5,12,2,4.17438726989564
"115",115,1,1.7973816249801,1,27,1,13,13,1,1,1,1,2,2,28,1,19.3907194296653,1,5,1,1,1,1,3,9,2,0.693147180559945
"116",116,0,0,1,27,3,8,14.7986485869487,1,4.2459105474939,2,1,2,3,16,2,18.4932420089069,1,4,1,1,1,1,1,2,1,0.693147180559945
"117",117,0,0,3,20,4,12,41.5331193145904,1,6.01499002744403,2,2,1,2,25,2,25.3968501984006,5,1,2,98,4,1,1,9,1,4.59511985013459
"118",118,1,34804.4174094996,1,14,3,1,1,1,1,2,1,2,9,44,2,14.0356688476182,3,4,1,512,2,1,8,2,2,6.24027584517077
"119",119,1,5.79413869221137e-10,3,19,3,1,1,1,3.43363162301252,2,1,2,5,24,2,8.36660026534076,3,1,1,808,4,2,2,10,2,6.69579891705849
"120",120,1,5.66270026461665e-11,1,37,1,13,34.7562943939655,1,1,1,1,1,7,10,2,24.8997991959775,1,5,1,581,3,1,1,10,2,6.36647044773144
"121",121,0,0,1,22,1,1,1,1,1,1,1,2,9,49,1,9.1104335791443,1,4,1,1,1,1,1,9,1,0.693147180559945
"122",122,1,36525.4270244311,2,40,3,1,1,1,1,2,2,2,9,25,2,16.8522995463527,1,3,2,578,3,2,6,2,2,6.361302477573
"123",123,1,0.835526709239173,1,17,3,1,1,2,1,1,1,2,9,18,2,20.7364413533277,8,5,1,1,1,2,1,10,2,0.693147180559945
"124",124,1,2.97241993340343,1,31,1,11,8.12403840463596,1,1,1,1,2,9,23,2,12.4899959967968,9,5,1,217,2,1,4,2,2,5.38449506278909
"125",125,1,4.57544660265868e-14,1,35,1,16,36.5376518128902,1,5.73398329658774,2,2,1,2,36,2,28.6879765755621,3,6,2,56,5,1,3,11,2,4.04305126783455
"126",126,1,0.00065546888913983,2,41,3,18,5,1,1,2,2,2,9,38,2,12.9228479833201,1,1,2,350,3,1,3,6,2,5.86078622346587
"127",127,1,20.5642876849653,1,28,1,15,32.1869538788622,1,5.26600885374532,2,2,2,2,20,1,12.6491106406735,2,3,1,1,1,1,3,2,2,0.693147180559945
"128",128,1,1.63573201659497e-06,1,53,1,17,31.9061122670876,1,5.61919093888915,2,1,3,6,37,2,16.5227116418583,6,4,1,292,4,1,1,7,2,5.68017260901707
"129",129,1,6.30639571940943e-06,1,31,1,9,25.5147016443461,1,4.75914943091854,2,1,2,7,48,2,24.0831891575846,3,5,1,417,3,1,4,12,2,6.03548143252476
"130",130,0,0,1,32,1,10,36.7967389859482,1,5.71532728215298,1,1,1,2,3,1,21.8174242292714,12,1,1,1,1,1,1,8,2,0.693147180559945
"131",131,1,3.53445624355536,1,40,1,15,42.1781934179263,1,6.07050669593376,1,1,4,4,23,2,16.9115345252878,1,5,1,1,1,1,1,2,2,0.693147180559945
"132",132,1,7.01177756273564e-11,1,5,1,15,23.0434372436058,1,5.04926703274484,1,1,3,1,19,2,35.7631094844953,5,3,1,586,3,1,1,21,2,6.3750248198281
"133",133,1,7.58004523176701e-05,1,36,1,14,38.7943294825416,1,5.9245132753306,2,2,3,1,1,1,8.88819441731559,1,3,2,189,2,1,1,16,2,5.24702407216049
"134",134,0,0,1,33,1,15,20.3469899493758,1,4.73578520332223,2,2,2,3,49,1,16.062378404209,5,3,2,1,1,1,1,2,1,0.693147180559945
"135",135,1,0.29994325983114,1,42,1,13,41.4366987102013,1,6.05029011167615,2,2,1,7,36,1,36.783148315499,6,2,2,319,4,1,5,11,2,5.76832099579377
"136",136,1,13779.2567496074,1,16,4,8,23.5796522451032,1,4.26214759535436,2,1,2,2,34,2,32.1403173599764,4,1,1,169,2,1,7,2,2,5.13579843705026
"137",137,1,18370151038946.2,1,31,1,12,18.411952639522,1,1,1,2,2,3,14,1,18.7616630392937,1,3,1,238,2,1,9,7,2,5.47646355193151
"138",138,1,14.3205024870087,2,25,4,12,37.8813938497516,2,5.8309518948453,1,2,1,8,30,1,34.2636833980236,6,2,2,825,3,2,2,11,2,6.71659477352098
"139",139,0,0,1,33,1,12,38.1837661840736,1,1,1,2,2,2,35,1,27.1661554144122,13,6,2,1,1,1,1,9,1,0.693147180559945
"140",140,0,0,1,36,1,3,10.9544511501033,1,1,1,1,2,5,45,2,4.35889894354067,3,4,1,1,1,1,2,2,1,0.693147180559945
"141",141,0,0,1,32,1,10,30.9030742807249,1,4.65859790218159,2,2,1,7,12,2,11.1803398874989,3,3,1,1,1,1,1,5,2,0.693147180559945
"142",142,1,5.03991824255397e-05,1,4,2,9,13.8924439894498,2,1,1,1,2,3,16,2,14.6628782986152,1,4,1,539,3,1,4,2,2,6.29156913955832
"143",143,0,0,1,33,1,10,30.364452901378,1,1,1,2,3,6,10,2,21.8403296678416,1,1,2,1,1,1,1,16,2,0.693147180559945
"144",144,0,0,1,36,1,1,1,1,3.28886816798606,2,2,3,5,27,2,12.0415945787923,10,3,2,1,1,1,1,15,2,0.693147180559945
"145",145,0,0,1,32,1,3,35.4259791678367,1,5.5029090360875,2,2,1,8,20,2,24.738633753706,1,1,1,1,1,1,1,7,2,0.693147180559945
"146",146,1,1490977798.40226,2,21,3,14,23.6008474424119,1,3.80675409583932,2,1,4,4,40,2,1,1,4,1,152,2,1,9,9,2,5.03043792139244
"147",147,0,0,1,36,1,12,33.1209903233584,1,1,1,1,3,6,35,2,29.2061637330205,9,3,1,1,1,1,1,12,2,0.693147180559945
"148",148,0,0,1,32,1,9,35.4964786985977,1,1,1,2,3,6,22,2,22.6053091109146,3,1,1,1,1,1,1,18,2,0.693147180559945
"149",149,1,31785525184039.1,1,31,1,9,40.6078810084939,1,1,1,2,4,7,30,1,36.0832371053374,1,2,1,523,3,1,7,14,2,6.26149168432104
"150",150,0,0,1,36,1,14,42.1781934179263,1,6.09162955460679,2,2,4,4,22,2,24.8596057893121,5,1,1,1,1,1,1,6,2,0.693147180559945
"151",151,1,212757.328075761,1,34,1,5,33.7490740613724,1,1,1,1,4,4,48,2,23.9165214862028,1,5,1,148,5,1,8,16,2,5.00394630594546
"152",152,1,7.86305059694461e-08,3,20,3,6,13.1909059582729,1,5.46501317895357,2,2,1,3,46,2,20.2977831301844,1,1,2,1,1,1,4,2,2,0.693147180559945
"153",153,1,732584140.218274,1,9,4,14,11.5758369027902,2,1,1,1,2,3,1,2,15.8113883008419,9,4,1,524,4,1,10,2,2,6.26339826259162
"154",154,1,1.62117624773329e-07,1,30,1,1,1,1,1.62657656169779,2,1,1,5,28,2,10.6770782520313,1,5,1,1,1,2,1,2,2,0.693147180559945
"155",155,1,0.150885440658181,1,31,1,14,35.1425667816112,1,1,1,1,1,8,35,2,31.3049516849971,5,4,1,1,1,1,4,9,2,0.693147180559945
"156",156,1,374245941.774208,1,34,1,14,28.3725219182222,1,1,1,2,3,6,38,2,11.7473401244707,3,1,1,775,3,2,5,18,2,6.65415252018322
"157",157,0,0,1,16,1,12,3,1,3.76996954941972,1,1,2,5,43,2,21.9089023002066,19,1,1,390,3,1,7,2,1,5.96870755998537
"158",158,0,0,1,41,1,13,32.86335345031,1,5.79017350590467,2,2,1,8,43,2,18.9208879284245,5,3,1,44,2,1,1,14,2,3.80666248977032
"159",159,1,0.783187304832154,1,13,1,11,18.8414436814168,1,1,1,1,2,3,37,2,13.1529464379659,3,1,1,452,3,1,6,9,2,6.11589212548303
"160",160,1,1.51534161081662,1,33,1,9,22.1585198061603,1,1,1,1,2,3,43,2,22.3606797749979,1,1,1,247,3,1,5,9,2,5.51342874616498
"161",161,1,1.42588330762323e-11,1,30,1,13,29.4448637286709,1,5.1925848597231,2,1,1,8,47,2,28.6181760425084,3,5,1,606,3,1,2,10,2,6.4085287910595
"162",162,1,54343.9496767576,1,25,2,12,42.190046219458,1,6.09715184253125,2,2,4,7,21,1,9.32737905308882,1,3,1,260,2,1,3,15,2,5.56452040732269
"163",163,1,4.69984069867691e-08,1,16,2,13,37.0270171631472,2,1,1,1,1,8,20,2,24.1660919471891,4,5,1,1,1,1,1,11,2,0.693147180559945
"164",164,0,0,1,19,1,12,27.5136329843952,1,5.23840104115984,2,2,2,7,1,2,8.36660026534076,1,3,1,235,4,1,1,10,2,5.46383180502561
"165",165,1,4.35949137770193e-05,4,21,4,10,23.5584379787795,2,4.48881294771902,1,2,1,3,57,1,31.9687347262916,1,6,2,280,5,1,7,14,1,5.63835466933375
"166",166,1,0.000134735965441039,1,19,2,11,37.9605057922046,2,1,1,1,3,6,11,2,28.0178514522438,1,5,1,1,1,1,1,20,2,0.693147180559945
